id,0,1,2,3,4,5
18314,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18315,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18316,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18317,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18318,0.15260546,0.25107095,0.17478165,0.12103643,0.117889896,0.18261555
18319,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18320,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18321,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18322,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18323,0.107841685,0.32329094,0.11165624,0.15095372,0.19189191,0.11436542
18324,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18325,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18326,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18327,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18328,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18329,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18330,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18331,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18332,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18333,0.1473065,0.19741324,0.19476838,0.14179921,0.13500223,0.18371044
18334,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18335,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18336,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18337,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18338,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18339,0.03517215,0.1962412,0.3274816,0.17559834,0.14316954,0.12233723
18340,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18341,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18342,0.16464216,0.17536655,0.22121936,0.13125871,0.14938499,0.15812828
18343,0.1650796,0.285054,0.1672692,0.12335704,0.115156375,0.14408383
18344,0.07538987,0.27904138,0.1520159,0.19195652,0.16057938,0.14101699
18345,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18346,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18347,0.10885568,0.21091035,0.1280063,0.17472684,0.18610026,0.19140053
18348,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18349,0.13869742,0.26631916,0.1585104,0.13307604,0.13720384,0.16619319
18350,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18351,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18352,0.13326336,0.18029733,0.15227117,0.14876884,0.14337963,0.24201964
18353,0.15256116,0.25101784,0.1749601,0.121003635,0.11784746,0.18260978
18354,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18355,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18356,0.15260546,0.25107095,0.17478165,0.12103643,0.117889896,0.18261555
18357,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18358,0.13786568,0.26574084,0.16042897,0.13287467,0.13650197,0.1665879
18359,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18360,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18361,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18362,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18363,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18364,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18365,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18366,0.11645947,0.24459687,0.1326727,0.20637624,0.15652315,0.14337151
18367,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18368,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18369,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18370,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18371,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18372,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18373,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18374,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18375,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18376,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18377,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18378,0.15258668,0.25105986,0.17484608,0.12101329,0.11786506,0.18262897
18379,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18380,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18381,0.1331913,0.1799418,0.15206851,0.14925528,0.14353313,0.24200995
18382,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18383,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18384,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18385,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18386,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18387,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18388,0.14001475,0.19685069,0.19729155,0.14511795,0.13722828,0.18349677
18389,0.13500895,0.20438373,0.2167035,0.10700667,0.13500088,0.20189628
18390,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18391,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18392,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18393,0.15260608,0.25109074,0.17476095,0.12102486,0.11789232,0.18262504
18394,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18395,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18396,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18397,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18398,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18399,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18400,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18401,0.14056344,0.18681864,0.23140232,0.12464777,0.15869819,0.15786973
18402,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18403,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18404,0.082425684,0.2330574,0.17332548,0.1854283,0.14770414,0.178059
18405,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18406,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18407,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18408,0.12640592,0.28342322,0.14198272,0.14024636,0.17096943,0.13697235
18409,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18410,0.14534758,0.20612583,0.20746425,0.1354024,0.13992015,0.16573974
18411,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18412,0.12089879,0.22482164,0.18023093,0.15882507,0.14844307,0.16678043
18413,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18414,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18415,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18416,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18417,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18418,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18419,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18420,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18421,0.13399525,0.18411218,0.19586006,0.17503847,0.13855594,0.17243817
18422,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18423,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18424,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18425,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18426,0.18674548,0.17044064,0.17912288,0.15936974,0.14911309,0.15520808
18427,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18428,0.08209296,0.21652175,0.17658697,0.15969153,0.15038417,0.21472259
18429,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18430,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18431,0.15263996,0.2511257,0.17462996,0.121054135,0.11792669,0.1826235
18432,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18433,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18434,0.10425888,0.2278061,0.24366046,0.13610612,0.16581714,0.12235131
18435,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18436,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18437,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18438,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18439,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18440,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18441,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18442,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18443,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18444,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18445,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18446,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18447,0.13449249,0.24984851,0.13893491,0.16454838,0.1393061,0.17286952
18448,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18449,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18450,0.11591905,0.22243658,0.1834705,0.1161459,0.13758329,0.2244446
18451,0.13500895,0.20438373,0.2167035,0.10700667,0.13500088,0.20189628
18452,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18453,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18454,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18455,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18456,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18457,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18458,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18459,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18460,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18461,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18462,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18463,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18464,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18465,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18466,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18467,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18468,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18469,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18470,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18471,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18472,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18473,0.08336527,0.19357118,0.13619025,0.20024417,0.17301044,0.2136186
18474,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18475,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18476,0.14637718,0.20606473,0.2068851,0.13511479,0.13968208,0.16587622
18477,0.16954497,0.2740685,0.11771898,0.12991183,0.15487301,0.15388277
18478,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18479,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18480,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18481,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18482,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18483,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18484,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18485,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18486,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18487,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18488,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18489,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18490,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18491,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18492,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18493,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18494,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18495,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18496,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18497,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18498,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18499,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
