<built-in function id>,id,score
129,18271.0,
130,18272.0,
131,18273.0,
132,18274.0,
133,18275.0,
134,18276.0,
135,18277.0,
136,18278.0,
137,18279.0,
138,18280.0,
139,18281.0,
140,18282.0,
141,18283.0,
142,18284.0,
143,18285.0,
144,18286.0,
145,18287.0,
146,18288.0,
147,18289.0,
148,18290.0,
149,18291.0,
150,18292.0,
151,18293.0,
152,18294.0,
153,18295.0,
154,18296.0,
155,18297.0,
156,18298.0,
157,18299.0,
158,18300.0,
159,18301.0,
160,18302.0,
161,18303.0,
162,18304.0,
163,18305.0,
164,18306.0,
165,18307.0,
166,18308.0,
167,18309.0,
168,18310.0,
169,18311.0,
170,18312.0,
171,18313.0,
172,18314.0,
173,18315.0,
174,18316.0,
175,18317.0,
176,18318.0,
177,18319.0,
178,18320.0,
179,18321.0,
180,18322.0,
181,18323.0,
182,18324.0,
183,18325.0,
184,18326.0,
185,18327.0,
186,18328.0,
187,18329.0,
188,18330.0,
189,18331.0,
190,18332.0,
191,18333.0,
192,18334.0,
193,18335.0,
194,18336.0,
195,18337.0,
196,18338.0,
197,18339.0,
198,18340.0,
199,18341.0,
200,18342.0,
201,18343.0,
202,18344.0,
203,18345.0,
204,18346.0,
205,18347.0,
206,18348.0,
207,18349.0,
208,18350.0,
209,18351.0,
210,18352.0,
211,18353.0,
212,18354.0,
213,18355.0,
214,18356.0,
215,18357.0,
216,18358.0,
217,18359.0,
218,18360.0,
219,18361.0,
220,18362.0,
221,18363.0,
222,18364.0,
223,18365.0,
224,18366.0,
225,18367.0,
226,18368.0,
227,18369.0,
228,18370.0,
229,18371.0,
230,18372.0,
231,18373.0,
232,18374.0,
233,18375.0,
234,18376.0,
235,18377.0,
236,18378.0,
237,18379.0,
238,18380.0,
239,18381.0,
240,18382.0,
241,18383.0,
242,18384.0,
243,18385.0,
244,18386.0,
245,18387.0,
246,18388.0,
247,18389.0,
248,18390.0,
249,18391.0,
250,18392.0,
251,18393.0,
252,18394.0,
253,18395.0,
254,18396.0,
255,18397.0,
256,18398.0,
257,18399.0,
258,18400.0,
259,18401.0,
260,18402.0,
261,18403.0,
262,18404.0,
263,18405.0,
264,18406.0,
265,18407.0,
266,18408.0,
267,18409.0,
268,18410.0,
269,18411.0,
270,18412.0,
271,18413.0,
272,18414.0,
273,18415.0,
274,18416.0,
275,18417.0,
276,18418.0,
277,18419.0,
278,18420.0,
279,18421.0,
280,18422.0,
281,18423.0,
282,18424.0,
283,18425.0,
284,18426.0,
285,18427.0,
286,18428.0,
287,18429.0,
288,18430.0,
289,18431.0,
290,18432.0,
291,18433.0,
292,18434.0,
293,18435.0,
294,18436.0,
295,18437.0,
296,18438.0,
297,18439.0,
298,18440.0,
299,18441.0,
300,18442.0,
301,18443.0,
302,18444.0,
303,18445.0,
304,18446.0,
305,18447.0,
306,18448.0,
307,18449.0,
308,18450.0,
309,18451.0,
310,18452.0,
311,18453.0,
312,18454.0,
313,18455.0,
314,18456.0,
315,18457.0,
316,18458.0,
317,18459.0,
318,18460.0,
319,18461.0,
320,18462.0,
321,18463.0,
322,18464.0,
323,18465.0,
324,18466.0,
325,18467.0,
326,18468.0,
327,18469.0,
328,18470.0,
329,18471.0,
330,18472.0,
331,18473.0,
332,18474.0,
333,18475.0,
334,18476.0,
335,18477.0,
336,18478.0,
337,18479.0,
338,18480.0,
339,18481.0,
340,18482.0,
341,18483.0,
342,18484.0,
343,18485.0,
344,18486.0,
345,18487.0,
346,18488.0,
347,18489.0,
348,18490.0,
349,18491.0,
350,18492.0,
351,18493.0,
352,18494.0,
353,18495.0,
354,18496.0,
355,18497.0,
356,18498.0,
357,18499.0,
358,18500.0,
359,18501.0,
360,18502.0,
361,18503.0,
362,18504.0,
363,18505.0,
364,18506.0,
365,18507.0,
366,18508.0,
367,18509.0,
368,18510.0,
369,18511.0,
370,18512.0,
371,18513.0,
372,18514.0,
373,18515.0,
374,18516.0,
375,18517.0,
376,18518.0,
377,18519.0,
378,18520.0,
379,18521.0,
380,18522.0,
381,18523.0,
382,18524.0,
383,18525.0,
384,18526.0,
385,18527.0,
386,18528.0,
387,18529.0,
388,18530.0,
389,18531.0,
390,18532.0,
391,18533.0,
392,18534.0,
393,18535.0,
394,18536.0,
395,18537.0,
396,18538.0,
397,18539.0,
398,18540.0,
399,18541.0,
400,18542.0,
401,18543.0,
402,18544.0,
403,18545.0,
404,18546.0,
405,18547.0,
406,18548.0,
407,18549.0,
408,18550.0,
409,18551.0,
410,18552.0,
411,18553.0,
412,18554.0,
413,18555.0,
414,18556.0,
415,18557.0,
416,18558.0,
417,18559.0,
418,18560.0,
419,18561.0,
420,18562.0,
421,18563.0,
422,18564.0,
423,18565.0,
424,18566.0,
425,18567.0,
426,18568.0,
427,18569.0,
428,18570.0,
429,18571.0,
430,18572.0,
431,18573.0,
432,18574.0,
433,18575.0,
434,18576.0,
435,18577.0,
436,18578.0,
437,18579.0,
438,18580.0,
439,18581.0,
440,18582.0,
441,18583.0,
442,18584.0,
443,18585.0,
444,18586.0,
445,18587.0,
446,18588.0,
447,18589.0,
448,18590.0,
449,18591.0,
450,18592.0,
451,18593.0,
452,18594.0,
453,18595.0,
454,18596.0,
455,18597.0,
456,18598.0,
457,18599.0,
458,18600.0,
459,18601.0,
460,18602.0,
461,18603.0,
462,18604.0,
463,18605.0,
464,18606.0,
465,18607.0,
466,18608.0,
467,18609.0,
468,18610.0,
469,18611.0,
470,18612.0,
471,18613.0,
472,18614.0,
473,18615.0,
474,18616.0,
475,18617.0,
476,18618.0,
477,18619.0,
478,18620.0,
479,18621.0,
480,18622.0,
481,18623.0,
482,18624.0,
483,18625.0,
484,18626.0,
485,18627.0,
486,18628.0,
487,18629.0,
488,18630.0,
489,18631.0,
490,18632.0,
491,18633.0,
492,18634.0,
493,18635.0,
494,18636.0,
495,18637.0,
496,18638.0,
497,18639.0,
498,18640.0,
499,18641.0,
500,18642.0,
501,18643.0,
502,18644.0,
503,18645.0,
504,18646.0,
505,18647.0,
506,18648.0,
507,18649.0,
508,18650.0,
509,18651.0,
510,18652.0,
511,18653.0,
512,18654.0,
513,18655.0,
514,18656.0,
515,18657.0,
516,18658.0,
517,18659.0,
518,18660.0,
519,18661.0,
520,18662.0,
521,18663.0,
522,18664.0,
523,18665.0,
524,18666.0,
525,18667.0,
526,18668.0,
527,18669.0,
528,18670.0,
529,18671.0,
530,18672.0,
531,18673.0,
532,18674.0,
533,18675.0,
534,18676.0,
535,18677.0,
536,18678.0,
537,18679.0,
538,18680.0,
539,18681.0,
540,18682.0,
541,18683.0,
542,18684.0,
543,18685.0,
544,18686.0,
545,18687.0,
546,18688.0,
547,18689.0,
548,18690.0,
549,18691.0,
550,18692.0,
551,18693.0,
552,18694.0,
553,18695.0,
554,18696.0,
555,18697.0,
556,18698.0,
557,18699.0,
558,18700.0,
559,18701.0,
560,18702.0,
561,18703.0,
562,18704.0,
563,18705.0,
564,18706.0,
565,18707.0,
566,18708.0,
567,18709.0,
568,18710.0,
569,18711.0,
570,18712.0,
571,18713.0,
572,18714.0,
573,18715.0,
574,18716.0,
575,18717.0,
576,18718.0,
577,18719.0,
578,18720.0,
579,18721.0,
580,18722.0,
581,18723.0,
582,18724.0,
583,18725.0,
584,18726.0,
585,18727.0,
586,18728.0,
587,18729.0,
588,18730.0,
589,18731.0,
590,18732.0,
591,18733.0,
592,18734.0,
593,18735.0,
594,18736.0,
595,18737.0,
596,18738.0,
597,18739.0,
598,18740.0,
599,18741.0,
600,18742.0,
601,18743.0,
602,18744.0,
603,18745.0,
604,18746.0,
605,18747.0,
606,18748.0,
607,18749.0,
608,18750.0,
609,18751.0,
610,18752.0,
611,18753.0,
612,18754.0,
613,18755.0,
614,18756.0,
615,18757.0,
616,18758.0,
617,18759.0,
618,18760.0,
619,18761.0,
620,18762.0,
621,18763.0,
622,18764.0,
623,18765.0,
624,18766.0,
625,18767.0,
626,18768.0,
627,18769.0,
628,18770.0,
629,18771.0,
630,18772.0,
631,18773.0,
632,18774.0,
633,18775.0,
634,18776.0,
635,18777.0,
636,18778.0,
637,18779.0,
638,18780.0,
639,18781.0,
640,18782.0,
641,18783.0,
642,18784.0,
643,18785.0,
644,18786.0,
645,18787.0,
646,18788.0,
647,18789.0,
648,18790.0,
649,18791.0,
650,18792.0,
651,18793.0,
652,18794.0,
653,18795.0,
654,18796.0,
655,18797.0,
656,18798.0,
657,18799.0,
658,18800.0,
659,18801.0,
660,18802.0,
661,18803.0,
662,18804.0,
663,18805.0,
664,18806.0,
665,18807.0,
666,18808.0,
667,18809.0,
668,18810.0,
669,18811.0,
670,18812.0,
671,18813.0,
672,18814.0,
673,18815.0,
674,18816.0,
675,18817.0,
676,18818.0,
677,18819.0,
678,18820.0,
679,18821.0,
680,18822.0,
681,18823.0,
682,18824.0,
683,18825.0,
684,18826.0,
685,18827.0,
686,18828.0,
687,18829.0,
688,18830.0,
689,18831.0,
690,18832.0,
691,18833.0,
692,18834.0,
693,18835.0,
694,18836.0,
695,18837.0,
696,18838.0,
697,18839.0,
698,18840.0,
699,18841.0,
700,18842.0,
701,18843.0,
702,18844.0,
703,18845.0,
704,18846.0,
705,18847.0,
706,18848.0,
707,18849.0,
708,18850.0,
709,18851.0,
710,18852.0,
711,18853.0,
712,18854.0,
713,18855.0,
714,18856.0,
715,18857.0,
716,18858.0,
717,18859.0,
718,18860.0,
719,18861.0,
720,18862.0,
721,18863.0,
722,18864.0,
723,18865.0,
724,18866.0,
725,18867.0,
726,18868.0,
727,18869.0,
728,18870.0,
729,18871.0,
730,18872.0,
731,18873.0,
732,18874.0,
733,18875.0,
734,18876.0,
735,18877.0,
736,18878.0,
737,18879.0,
738,18880.0,
739,18881.0,
740,18882.0,
741,18883.0,
742,18884.0,
743,18885.0,
744,18886.0,
745,18887.0,
746,18888.0,
747,18889.0,
748,18890.0,
749,18891.0,
750,18892.0,
751,18893.0,
752,18894.0,
753,18895.0,
754,18896.0,
755,18897.0,
756,18898.0,
757,18899.0,
758,18900.0,
759,18901.0,
760,18902.0,
761,18903.0,
762,18904.0,
763,18905.0,
764,18906.0,
765,18907.0,
766,18908.0,
767,18909.0,
768,18910.0,
769,18911.0,
770,18912.0,
771,18913.0,
772,18914.0,
773,18915.0,
774,18916.0,
775,18917.0,
776,18918.0,
777,18919.0,
778,18920.0,
779,18921.0,
780,18922.0,
781,18923.0,
782,18924.0,
783,18925.0,
784,18926.0,
785,18927.0,
786,18928.0,
787,18929.0,
788,18930.0,
789,18931.0,
790,18932.0,
791,18933.0,
792,18934.0,
793,18935.0,
794,18936.0,
795,18937.0,
796,18938.0,
797,18939.0,
798,18940.0,
799,18941.0,
800,18942.0,
801,18943.0,
802,18944.0,
803,18945.0,
804,18946.0,
805,18947.0,
806,18948.0,
807,18949.0,
808,18950.0,
809,18951.0,
810,18952.0,
811,18953.0,
812,18954.0,
813,18955.0,
814,18956.0,
815,18957.0,
816,18958.0,
817,18959.0,
818,18960.0,
819,18961.0,
820,18962.0,
821,18963.0,
822,18964.0,
823,18965.0,
824,18966.0,
825,18967.0,
826,18968.0,
827,18969.0,
828,18970.0,
829,18971.0,
830,18972.0,
831,18973.0,
832,18974.0,
833,18975.0,
834,18976.0,
835,18977.0,
836,18978.0,
837,18979.0,
838,18980.0,
839,18981.0,
840,18982.0,
841,18983.0,
842,18984.0,
843,18985.0,
844,18986.0,
845,18987.0,
846,18988.0,
847,18989.0,
848,18990.0,
849,18991.0,
850,18992.0,
851,18993.0,
852,18994.0,
853,18995.0,
854,18996.0,
855,18997.0,
856,18998.0,
857,18999.0,
858,19000.0,
859,19001.0,
860,19002.0,
861,19003.0,
862,19004.0,
863,19005.0,
864,19006.0,
865,19007.0,
866,19008.0,
867,19009.0,
868,19010.0,
869,19011.0,
870,19012.0,
871,19013.0,
872,19014.0,
873,19015.0,
874,19016.0,
875,19017.0,
876,19018.0,
877,19019.0,
878,19020.0,
879,19021.0,
880,19022.0,
881,19023.0,
882,19024.0,
883,19025.0,
884,19026.0,
885,19027.0,
886,19028.0,
887,19029.0,
888,19030.0,
889,19031.0,
890,19032.0,
891,19033.0,
892,19034.0,
893,19035.0,
894,19036.0,
895,19037.0,
896,19038.0,
897,19039.0,
898,19040.0,
899,19041.0,
900,19042.0,
901,19043.0,
902,19044.0,
903,19045.0,
904,19046.0,
905,19047.0,
906,19048.0,
907,19049.0,
908,19050.0,
909,19051.0,
910,19052.0,
911,19053.0,
912,19054.0,
913,19055.0,
914,19056.0,
915,19057.0,
916,19058.0,
917,19059.0,
918,19060.0,
919,19061.0,
920,19062.0,
921,19063.0,
922,19064.0,
923,19065.0,
924,19066.0,
925,19067.0,
926,19068.0,
927,19069.0,
928,19070.0,
929,19071.0,
930,19072.0,
931,19073.0,
932,19074.0,
933,19075.0,
934,19076.0,
935,19077.0,
936,19078.0,
937,19079.0,
938,19080.0,
939,19081.0,
940,19082.0,
941,19083.0,
942,19084.0,
943,19085.0,
944,19086.0,
945,19087.0,
946,19088.0,
947,19089.0,
948,19090.0,
949,19091.0,
950,19092.0,
951,19093.0,
952,19094.0,
953,19095.0,
954,19096.0,
955,19097.0,
956,19098.0,
957,19099.0,
958,19100.0,
959,19101.0,
960,19102.0,
961,19103.0,
962,19104.0,
963,19105.0,
964,19106.0,
965,19107.0,
966,19108.0,
967,19109.0,
968,19110.0,
969,19111.0,
970,19112.0,
971,19113.0,
972,19114.0,
973,19115.0,
974,19116.0,
975,19117.0,
976,19118.0,
977,19119.0,
978,19120.0,
979,19121.0,
980,19122.0,
981,19123.0,
982,19124.0,
983,19125.0,
984,19126.0,
985,19127.0,
986,19128.0,
987,19129.0,
988,19130.0,
989,19131.0,
990,19132.0,
991,19133.0,
992,19134.0,
993,19135.0,
994,19136.0,
995,19137.0,
996,19138.0,
997,19139.0,
998,19140.0,
999,19141.0,
1000,19142.0,
1001,19143.0,
1002,19144.0,
1003,19145.0,
1004,19146.0,
1005,19147.0,
1006,19148.0,
1007,19149.0,
1008,19150.0,
1009,19151.0,
1010,19152.0,
1011,19153.0,
1012,19154.0,
1013,19155.0,
1014,19156.0,
1015,19157.0,
1016,19158.0,
1017,19159.0,
1018,19160.0,
1019,19161.0,
1020,19162.0,
1021,19163.0,
1022,19164.0,
1023,19165.0,
1024,19166.0,
1025,19167.0,
1026,19168.0,
1027,19169.0,
1028,19170.0,
1029,19171.0,
1030,19172.0,
1031,19173.0,
1032,19174.0,
1033,19175.0,
1034,19176.0,
1035,19177.0,
1036,19178.0,
1037,19179.0,
1038,19180.0,
1039,19181.0,
1040,19182.0,
1041,19183.0,
1042,19184.0,
1043,19185.0,
1044,19186.0,
1045,19187.0,
1046,19188.0,
1047,19189.0,
1048,19190.0,
1049,19191.0,
1050,19192.0,
1051,19193.0,
1052,19194.0,
1053,19195.0,
1054,19196.0,
1055,19197.0,
1056,19198.0,
1057,19199.0,
1058,19200.0,
1059,19201.0,
1060,19202.0,
1061,19203.0,
1062,19204.0,
1063,19205.0,
1064,19206.0,
1065,19207.0,
1066,19208.0,
1067,19209.0,
1068,19210.0,
1069,19211.0,
1070,19212.0,
1071,19213.0,
1072,19214.0,
1073,19215.0,
1074,19216.0,
1075,19217.0,
1076,19218.0,
1077,19219.0,
1078,19220.0,
1079,19221.0,
1080,19222.0,
1081,19223.0,
1082,19224.0,
1083,19225.0,
1084,19226.0,
1085,19227.0,
1086,19228.0,
1087,19229.0,
1088,19230.0,
1089,19231.0,
1090,19232.0,
1091,19233.0,
1092,19234.0,
1093,19235.0,
1094,19236.0,
1095,19237.0,
1096,19238.0,
1097,19239.0,
1098,19240.0,
1099,19241.0,
1100,19242.0,
1101,19243.0,
1102,19244.0,
1103,19245.0,
1104,19246.0,
1105,19247.0,
1106,19248.0,
1107,19249.0,
1108,19250.0,
1109,19251.0,
1110,19252.0,
1111,19253.0,
1112,19254.0,
1113,19255.0,
1114,19256.0,
1115,19257.0,
1116,19258.0,
1117,19259.0,
1118,19260.0,
1119,19261.0,
1120,19262.0,
1121,19263.0,
1122,19264.0,
1123,19265.0,
1124,19266.0,
1125,19267.0,
1126,19268.0,
1127,19269.0,
1128,19270.0,
1129,19271.0,
1130,19272.0,
1131,19273.0,
1132,19274.0,
1133,19275.0,
1134,19276.0,
1135,19277.0,
1136,19278.0,
1137,19279.0,
1138,19280.0,
1139,19281.0,
1140,19282.0,
1141,19283.0,
1142,19284.0,
1143,19285.0,
1144,19286.0,
1145,19287.0,
1146,19288.0,
1147,19289.0,
1148,19290.0,
1149,19291.0,
1150,19292.0,
1151,19293.0,
1152,19294.0,
1153,19295.0,
1154,19296.0,
1155,19297.0,
1156,19298.0,
1157,19299.0,
1158,19300.0,
1159,19301.0,
1160,19302.0,
1161,19303.0,
1162,19304.0,
1163,19305.0,
1164,19306.0,
1165,19307.0,
1166,19308.0,
1167,19309.0,
1168,19310.0,
1169,19311.0,
1170,19312.0,
1171,19313.0,
1172,19314.0,
1173,19315.0,
1174,19316.0,
1175,19317.0,
1176,19318.0,
1177,19319.0,
1178,19320.0,
1179,19321.0,
1180,19322.0,
1181,19323.0,
1182,19324.0,
1183,19325.0,
1184,19326.0,
1185,19327.0,
1186,19328.0,
1187,19329.0,
1188,19330.0,
1189,19331.0,
1190,19332.0,
1191,19333.0,
1192,19334.0,
1193,19335.0,
1194,19336.0,
1195,19337.0,
1196,19338.0,
1197,19339.0,
1198,19340.0,
1199,19341.0,
1200,19342.0,
1201,19343.0,
1202,19344.0,
1203,19345.0,
1204,19346.0,
1205,19347.0,
1206,19348.0,
1207,19349.0,
1208,19350.0,
1209,19351.0,
1210,19352.0,
1211,19353.0,
1212,19354.0,
1213,19355.0,
1214,19356.0,
1215,19357.0,
1216,19358.0,
1217,19359.0,
1218,19360.0,
1219,19361.0,
1220,19362.0,
1221,19363.0,
1222,19364.0,
1223,19365.0,
1224,19366.0,
1225,19367.0,
1226,19368.0,
1227,19369.0,
1228,19370.0,
1229,19371.0,
1230,19372.0,
1231,19373.0,
1232,19374.0,
1233,19375.0,
1234,19376.0,
1235,19377.0,
1236,19378.0,
1237,19379.0,
1238,19380.0,
1239,19381.0,
1240,19382.0,
1241,19383.0,
1242,19384.0,
1243,19385.0,
1244,19386.0,
1245,19387.0,
1246,19388.0,
1247,19389.0,
1248,19390.0,
1249,19391.0,
1250,19392.0,
1251,19393.0,
1252,19394.0,
1253,19395.0,
1254,19396.0,
1255,19397.0,
1256,19398.0,
1257,19399.0,
1258,19400.0,
1259,19401.0,
1260,19402.0,
1261,19403.0,
1262,19404.0,
1263,19405.0,
1264,19406.0,
1265,19407.0,
1266,19408.0,
1267,19409.0,
1268,19410.0,
1269,19411.0,
1270,19412.0,
1271,19413.0,
1272,19414.0,
1273,19415.0,
1274,19416.0,
1275,19417.0,
1276,19418.0,
1277,19419.0,
1278,19420.0,
1279,19421.0,
1280,19422.0,
1281,19423.0,
1282,19424.0,
1283,19425.0,
1284,19426.0,
1285,19427.0,
1286,19428.0,
1287,19429.0,
1288,19430.0,
1289,19431.0,
1290,19432.0,
1291,19433.0,
1292,19434.0,
1293,19435.0,
1294,19436.0,
1295,19437.0,
1296,19438.0,
1297,19439.0,
1298,19440.0,
1299,19441.0,
1300,19442.0,
1301,19443.0,
1302,19444.0,
1303,19445.0,
1304,19446.0,
1305,19447.0,
1306,19448.0,
1307,19449.0,
1308,19450.0,
1309,19451.0,
1310,19452.0,
1311,19453.0,
1312,19454.0,
1313,19455.0,
1314,19456.0,
1315,19457.0,
1316,19458.0,
1317,19459.0,
1318,19460.0,
1319,19461.0,
1320,19462.0,
1321,19463.0,
1322,19464.0,
1323,19465.0,
1324,19466.0,
1325,19467.0,
1326,19468.0,
1327,19469.0,
1328,19470.0,
1329,19471.0,
1330,19472.0,
1331,19473.0,
1332,19474.0,
1333,19475.0,
1334,19476.0,
1335,19477.0,
1336,19478.0,
1337,19479.0,
1338,19480.0,
1339,19481.0,
1340,19482.0,
1341,19483.0,
1342,19484.0,
1343,19485.0,
1344,19486.0,
1345,19487.0,
1346,19488.0,
1347,19489.0,
1348,19490.0,
1349,19491.0,
1350,19492.0,
1351,19493.0,
1352,19494.0,
1353,19495.0,
1354,19496.0,
1355,19497.0,
1356,19498.0,
1357,19499.0,
1358,19500.0,
1359,19501.0,
1360,19502.0,
1361,19503.0,
1362,19504.0,
1363,19505.0,
1364,19506.0,
1365,19507.0,
1366,19508.0,
1367,19509.0,
1368,19510.0,
1369,19511.0,
1370,19512.0,
1371,19513.0,
1372,19514.0,
1373,19515.0,
1374,19516.0,
1375,19517.0,
1376,19518.0,
1377,19519.0,
1378,19520.0,
1379,19521.0,
1380,19522.0,
1381,19523.0,
1382,19524.0,
1383,19525.0,
1384,19526.0,
1385,19527.0,
1386,19528.0,
1387,19529.0,
1388,19530.0,
1389,19531.0,
1390,19532.0,
1391,19533.0,
1392,19534.0,
1393,19535.0,
1394,19536.0,
1395,19537.0,
1396,19538.0,
1397,19539.0,
1398,19540.0,
1399,19541.0,
1400,19542.0,
1401,19543.0,
1402,19544.0,
1403,19545.0,
1404,19546.0,
1405,19547.0,
1406,19548.0,
1407,19549.0,
1408,19550.0,
1409,19551.0,
1410,19552.0,
1411,19553.0,
1412,19554.0,
1413,19555.0,
1414,19556.0,
1415,19557.0,
1416,19558.0,
1417,19559.0,
1418,19560.0,
1419,19561.0,
1420,19562.0,
1421,19563.0,
1422,19564.0,
1423,19565.0,
1424,19566.0,
1425,19567.0,
1426,19568.0,
1427,19569.0,
1428,19570.0,
1429,19571.0,
1430,19572.0,
1431,19573.0,
1432,19574.0,
1433,19575.0,
1434,19576.0,
1435,19577.0,
1436,19578.0,
1437,19579.0,
1438,19580.0,
1439,19581.0,
1440,19582.0,
1441,19583.0,
1442,19584.0,
1443,19585.0,
1444,19586.0,
1445,19587.0,
1446,19588.0,
1447,19589.0,
1448,19590.0,
1449,19591.0,
1450,19592.0,
1451,19593.0,
1452,19594.0,
1453,19595.0,
1454,19596.0,
1455,19597.0,
1456,19598.0,
1457,19599.0,
1458,19600.0,
1459,19601.0,
1460,19602.0,
1461,19603.0,
1462,19604.0,
1463,19605.0,
1464,19606.0,
1465,19607.0,
1466,19608.0,
1467,19609.0,
1468,19610.0,
1469,19611.0,
1470,19612.0,
1471,19613.0,
1472,19614.0,
1473,19615.0,
1474,19616.0,
1475,19617.0,
1476,19618.0,
1477,19619.0,
1478,19620.0,
1479,19621.0,
1480,19622.0,
1481,19623.0,
1482,19624.0,
1483,19625.0,
1484,19626.0,
1485,19627.0,
1486,19628.0,
1487,19629.0,
1488,19630.0,
1489,19631.0,
1490,19632.0,
1491,19633.0,
1492,19634.0,
1493,19635.0,
1494,19636.0,
1495,19637.0,
1496,19638.0,
1497,19639.0,
1498,19640.0,
1499,19641.0,
1500,19642.0,
1501,19643.0,
1502,19644.0,
1503,19645.0,
1504,19646.0,
1505,19647.0,
1506,19648.0,
1507,19649.0,
1508,19650.0,
1509,19651.0,
1510,19652.0,
1511,19653.0,
1512,19654.0,
1513,19655.0,
1514,19656.0,
1515,19657.0,
1516,19658.0,
1517,19659.0,
1518,19660.0,
1519,19661.0,
1520,19662.0,
1521,19663.0,
1522,19664.0,
1523,19665.0,
1524,19666.0,
1525,19667.0,
1526,19668.0,
1527,19669.0,
1528,19670.0,
1529,19671.0,
1530,19672.0,
1531,19673.0,
1532,19674.0,
1533,19675.0,
1534,19676.0,
1535,19677.0,
1536,19678.0,
1537,19679.0,
1538,19680.0,
1539,19681.0,
1540,19682.0,
1541,19683.0,
1542,19684.0,
1543,19685.0,
1544,19686.0,
1545,19687.0,
1546,19688.0,
1547,19689.0,
1548,19690.0,
1549,19691.0,
1550,19692.0,
1551,19693.0,
1552,19694.0,
1553,19695.0,
1554,19696.0,
1555,19697.0,
1556,19698.0,
1557,19699.0,
1558,19700.0,
1559,19701.0,
1560,19702.0,
1561,19703.0,
1562,19704.0,
1563,19705.0,
1564,19706.0,
1565,19707.0,
1566,19708.0,
1567,19709.0,
1568,19710.0,
1569,19711.0,
1570,19712.0,
1571,19713.0,
1572,19714.0,
1573,19715.0,
1574,19716.0,
1575,19717.0,
1576,19718.0,
1577,19719.0,
1578,19720.0,
1579,19721.0,
1580,19722.0,
1581,19723.0,
1582,19724.0,
1583,19725.0,
1584,19726.0,
1585,19727.0,
1586,19728.0,
1587,19729.0,
1588,19730.0,
1589,19731.0,
1590,19732.0,
1591,19733.0,
1592,19734.0,
1593,19735.0,
1594,19736.0,
1595,19737.0,
1596,19738.0,
1597,19739.0,
1598,19740.0,
1599,19741.0,
1600,19742.0,
1601,19743.0,
1602,19744.0,
1603,19745.0,
1604,19746.0,
1605,19747.0,
1606,19748.0,
1607,19749.0,
1608,19750.0,
1609,19751.0,
1610,19752.0,
1611,19753.0,
1612,19754.0,
1613,19755.0,
1614,19756.0,
1615,19757.0,
1616,19758.0,
1617,19759.0,
1618,19760.0,
1619,19761.0,
1620,19762.0,
1621,19763.0,
1622,19764.0,
1623,19765.0,
1624,19766.0,
1625,19767.0,
1626,19768.0,
1627,19769.0,
1628,19770.0,
1629,19771.0,
1630,19772.0,
1631,19773.0,
1632,19774.0,
1633,19775.0,
1634,19776.0,
1635,19777.0,
1636,19778.0,
1637,19779.0,
1638,19780.0,
1639,19781.0,
1640,19782.0,
1641,19783.0,
1642,19784.0,
1643,19785.0,
1644,19786.0,
1645,19787.0,
1646,19788.0,
1647,19789.0,
1648,19790.0,
1649,19791.0,
1650,19792.0,
1651,19793.0,
1652,19794.0,
1653,19795.0,
1654,19796.0,
1655,19797.0,
1656,19798.0,
1657,19799.0,
1658,19800.0,
1659,19801.0,
1660,19802.0,
1661,19803.0,
1662,19804.0,
1663,19805.0,
